FLOWplateWell,uniqID,OD_well,putida,protegens,grimontii,veronii,CommRich,Date,Day,Incubator,Plate,Heat,Heat_Day,Recov_Day,Count_grimontii,Count_putida,Count_protegens,Count_veronii,Volume
plate2-F9,24-08-19 Epoch F11,F11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
plate2-G9,24-08-19 Epoch G11,G11,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
plate2-H9,24-08-19 Epoch H11,H11,0,1,0,1,2,24-08-19,1,Epoch,2,24,1,NA,0,0,9168,1,31
plate2-A11,24-08-19 Epoch A12,A12,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
plate2-B11,24-08-19 Epoch B12,B12,1,1,1,1,4,24-08-19,1,Epoch,2,24,1,NA,0,9,6256,0,10
plate2-C11,24-08-19 Epoch C12,C12,0,1,1,1,3,24-08-19,1,Epoch,2,24,1,NA,0,0,8199,5,26
plate2-D11,24-08-19 Epoch D12,D12,1,0,1,1,3,24-08-19,1,Epoch,2,24,1,NA,5,6270,1,235,8
plate2-E11,24-08-19 Epoch E12,E12,1,1,0,1,3,24-08-19,1,Epoch,2,24,1,NA,0,11,4206,0,11
plate2-F11,24-08-19 Epoch F12,F12,1,1,1,0,3,24-08-19,1,Epoch,2,24,1,NA,0,16,4613,0,10
plate2-G11,24-08-19 Epoch G12,G12,0,0,1,1,2,24-08-19,1,Epoch,2,24,1,NA,427,1,0,4736,13
plate2-H11,24-08-19 Epoch H12,H12,0,0,0,0,0,24-08-19,1,Epoch,2,24,1,NA,NA,NA,NA,NA,NA
plate2-A1,24-08-19 Epoch A7,A7,1,1,0,0,2,24-08-19,2,Epoch,2,24,2,NA,0,3,5069,0,113
plate2-B1,24-08-19 Epoch B7,B7,1,0,1,0,2,24-08-19,2,Epoch,2,24,2,NA,8,449,13,0,146
plate2-C1,24-08-19 Epoch C7,C7,1,0,0,1,2,24-08-19,2,Epoch,2,24,2,NA,0,304,7,19,146
plate2-D1,24-08-19 Epoch D7,D7,0,1,1,0,2,24-08-19,2,Epoch,2,24,2,NA,0,0,7212,0,145
plate2-E1,24-08-19 Epoch E7,E7,1,0,0,0,1,24-08-19,2,Epoch,2,24,2,NA,0,33,3,0,145
plate2-F1,24-08-19 Epoch F7,F7,0,1,0,0,1,24-08-19,2,Epoch,2,24,2,NA,0,0,5850,1,146
plate2-G1,24-08-19 Epoch G7,G7,0,0,1,0,1,24-08-19,2,Epoch,2,24,2,NA,11,0,5,0,146
plate2-H1,24-08-19 Epoch H7,H7,0,0,0,1,1,24-08-19,2,Epoch,2,24,2,NA,0,0,0,1009,94
plate2-A5,24-08-19 Epoch A9,A9,1,0,0,1,2,24-08-19,2,Epoch,2,24,2,NA,0,732,0,72,37
plate2-B5,24-08-19 Epoch B9,B9,0,1,1,0,2,24-08-19,2,Epoch,2,24,2,NA,0,0,8474,0,97
plate2-C5,24-08-19 Epoch C9,C9,1,0,0,0,1,24-08-19,2,Epoch,2,24,2,NA,0,223,8,0,146
plate2-D5,24-08-19 Epoch D9,D9,0,1,0,0,1,24-08-19,2,Epoch,2,24,2,NA,0,0,4912,0,146
plate2-E5,24-08-19 Epoch E9,E9,0,0,1,0,1,24-08-19,2,Epoch,2,24,2,NA,10,0,2,0,145
plate2-F5,24-08-19 Epoch F9,F9,0,0,0,1,1,24-08-19,2,Epoch,2,24,2,NA,0,0,2,849,105
plate2-G5,24-08-19 Epoch G9,G9,1,1,0,0,2,24-08-19,2,Epoch,2,24,2,NA,0,0,2564,0,145
plate2-H5,24-08-19 Epoch H9,H9,1,0,1,0,2,24-08-19,2,Epoch,2,24,2,NA,3,120,2,0,146
plate2-A7,24-08-19 Epoch A10,A10,1,1,1,1,4,24-08-19,2,Epoch,2,24,2,NA,0,45,5843,0,44
plate2-B7,24-08-19 Epoch B10,B10,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-C7,24-08-19 Epoch C10,C10,0,1,0,1,2,24-08-19,2,Epoch,2,24,2,NA,0,1,8513,0,101
plate2-D7,24-08-19 Epoch D10,D10,0,0,1,1,2,24-08-19,2,Epoch,2,24,2,NA,7,0,12,816,146
plate2-E7,24-08-19 Epoch E10,E10,1,1,1,0,3,24-08-19,2,Epoch,2,24,2,NA,0,4,2811,0,145
plate2-F7,24-08-19 Epoch F10,F10,1,1,0,1,3,24-08-19,2,Epoch,2,24,2,NA,0,0,3938,1,145
plate2-G7,24-08-19 Epoch G10,G10,1,0,1,1,3,24-08-19,2,Epoch,2,24,2,NA,5,60,0,23,145
plate2-H7,24-08-19 Epoch H10,H10,0,1,1,1,3,24-08-19,2,Epoch,2,24,2,NA,0,1,7851,0,86
plate2-A9,24-08-19 Epoch A11,A11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-B9,24-08-19 Epoch B11,B11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-C9,24-08-19 Epoch C11,C11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-D9,24-08-19 Epoch D11,D11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-E9,24-08-19 Epoch E11,E11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-F9,24-08-19 Epoch F11,F11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-G9,24-08-19 Epoch G11,G11,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-H9,24-08-19 Epoch H11,H11,0,1,0,1,2,24-08-19,2,Epoch,2,24,2,NA,0,0,7639,0,108
plate2-A11,24-08-19 Epoch A12,A12,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-B11,24-08-19 Epoch B12,B12,1,1,1,1,4,24-08-19,2,Epoch,2,24,2,NA,0,53,4516,0,81
plate2-C11,24-08-19 Epoch C12,C12,0,1,1,1,3,24-08-19,2,Epoch,2,24,2,NA,0,0,7604,0,57
plate2-D11,24-08-19 Epoch D12,D12,1,0,1,1,3,24-08-19,2,Epoch,2,24,2,NA,2,335,1,86,55
plate2-E11,24-08-19 Epoch E12,E12,1,1,0,1,3,24-08-19,2,Epoch,2,24,2,NA,0,4,4699,0,145
plate2-F11,24-08-19 Epoch F12,F12,1,1,1,0,3,24-08-19,2,Epoch,2,24,2,NA,0,11,4934,0,101
plate2-G11,24-08-19 Epoch G12,G12,0,0,1,1,2,24-08-19,2,Epoch,2,24,2,NA,16,0,2,832,146
plate2-H11,24-08-19 Epoch H12,H12,0,0,0,0,0,24-08-19,2,Epoch,2,24,2,NA,NA,NA,NA,NA,NA
plate2-A1,24-08-19 Epoch A7,A7,1,1,0,0,2,24-08-19,3,Epoch,2,24,NA,1,9,12,7018,1,59
plate2-B1,24-08-19 Epoch B7,B7,1,0,1,0,2,24-08-19,3,Epoch,2,24,NA,1,1,8785,3,0,10
plate2-C1,24-08-19 Epoch C7,C7,1,0,0,1,2,24-08-19,3,Epoch,2,24,NA,1,2,8204,0,0,11
plate2-D1,24-08-19 Epoch D7,D7,0,1,1,0,2,24-08-19,3,Epoch,2,24,NA,1,3,0,7104,3,89
plate2-E1,24-08-19 Epoch E7,E7,1,0,0,0,1,24-08-19,3,Epoch,2,24,NA,1,1,8605,1,0,9
plate2-F1,24-08-19 Epoch F7,F7,0,1,0,0,1,24-08-19,3,Epoch,2,24,NA,1,1,0,6760,4,102
plate2-G1,24-08-19 Epoch G7,G7,0,0,1,0,1,24-08-19,3,Epoch,2,24,NA,1,6920,0,6,1,134
plate2-H1,24-08-19 Epoch H7,H7,0,0,0,1,1,24-08-19,3,Epoch,2,24,NA,1,5,0,4,2981,146
plate2-A5,24-08-19 Epoch A9,A9,1,0,0,1,2,24-08-19,3,Epoch,2,24,NA,1,3,4964,1,1,9
plate2-B5,24-08-19 Epoch B9,B9,0,1,1,0,2,24-08-19,3,Epoch,2,24,NA,1,6,0,7576,2,95
plate2-C5,24-08-19 Epoch C9,C9,1,0,0,0,1,24-08-19,3,Epoch,2,24,NA,1,4,8605,4,0,12
plate2-D5,24-08-19 Epoch D9,D9,0,1,0,0,1,24-08-19,3,Epoch,2,24,NA,1,5,1,6830,4,93
plate2-E5,24-08-19 Epoch E9,E9,0,0,1,0,1,24-08-19,3,Epoch,2,24,NA,1,147,4,4,2,145
plate2-F5,24-08-19 Epoch F9,F9,0,0,0,1,1,24-08-19,3,Epoch,2,24,NA,1,0,0,9657,0,68
plate2-G5,24-08-19 Epoch G9,G9,1,1,0,0,2,24-08-19,3,Epoch,2,24,NA,1,1,0,6432,2,121
plate2-H5,24-08-19 Epoch H9,H9,1,0,1,0,2,24-08-19,3,Epoch,2,24,NA,1,0,7815,1,1,8
plate2-A7,24-08-19 Epoch A10,A10,1,1,1,1,4,24-08-19,3,Epoch,2,24,NA,1,6,10,7531,0,64
plate2-B7,24-08-19 Epoch B10,B10,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-C7,24-08-19 Epoch C10,C10,0,1,0,1,2,24-08-19,3,Epoch,2,24,NA,1,2,30,7274,0,81
plate2-D7,24-08-19 Epoch D10,D10,0,0,1,1,2,24-08-19,3,Epoch,2,24,NA,1,1347,2,6,7133,41
plate2-E7,24-08-19 Epoch E10,E10,1,1,1,0,3,24-08-19,3,Epoch,2,24,NA,1,5,3,6953,2,93
plate2-F7,24-08-19 Epoch F10,F10,1,1,0,1,3,24-08-19,3,Epoch,2,24,NA,1,2,1,6353,1,97
plate2-G7,24-08-19 Epoch G10,G10,1,0,1,1,3,24-08-19,3,Epoch,2,24,NA,1,0,5,7750,0,36
plate2-H7,24-08-19 Epoch H10,H10,0,1,1,1,3,24-08-19,3,Epoch,2,24,NA,1,2,6,6510,0,82
plate2-A9,24-08-19 Epoch A11,A11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-B9,24-08-19 Epoch B11,B11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-C9,24-08-19 Epoch C11,C11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-D9,24-08-19 Epoch D11,D11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-E9,24-08-19 Epoch E11,E11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-F9,24-08-19 Epoch F11,F11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-G9,24-08-19 Epoch G11,G11,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-H9,24-08-19 Epoch H11,H11,0,1,0,1,2,24-08-19,3,Epoch,2,24,NA,1,3,2,6896,1,91
plate2-A11,24-08-19 Epoch A12,A12,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-B11,24-08-19 Epoch B12,B12,1,1,1,1,4,24-08-19,3,Epoch,2,24,NA,1,9,3,7629,1,63
plate2-C11,24-08-19 Epoch C12,C12,0,1,1,1,3,24-08-19,3,Epoch,2,24,NA,1,3,1,7763,0,77
plate2-D11,24-08-19 Epoch D12,D12,1,0,1,1,3,24-08-19,3,Epoch,2,24,NA,1,2,5424,1,2,9
plate2-E11,24-08-19 Epoch E12,E12,1,1,0,1,3,24-08-19,3,Epoch,2,24,NA,1,1,2,6969,0,81
plate2-F11,24-08-19 Epoch F12,F12,1,1,1,0,3,24-08-19,3,Epoch,2,24,NA,1,1,2,6698,1,83
plate2-G11,24-08-19 Epoch G12,G12,0,0,1,1,2,24-08-19,3,Epoch,2,24,NA,1,3422,0,0,5700,11
plate2-H11,24-08-19 Epoch H12,H12,0,0,0,0,0,24-08-19,3,Epoch,2,24,NA,1,NA,NA,NA,NA,NA
plate2-A1,24-08-19 Epoch A7,A7,1,1,0,0,2,24-08-19,4,Epoch,2,24,NA,2,0,0,4451,0,145
plate2-B1,24-08-19 Epoch B7,B7,1,0,1,0,2,24-08-19,4,Epoch,2,24,NA,2,0,9578,0,0,11
plate2-C1,24-08-19 Epoch C7,C7,1,0,0,1,2,24-08-19,4,Epoch,2,24,NA,2,0,9474,2,0,13
plate2-D1,24-08-19 Epoch D7,D7,0,1,1,0,2,24-08-19,4,Epoch,2,24,NA,2,0,4,2890,0,145
plate2-E1,24-08-19 Epoch E7,E7,1,0,0,0,1,24-08-19,4,Epoch,2,24,NA,2,1,8988,2,0,16
plate2-F1,24-08-19 Epoch F7,F7,0,1,0,0,1,24-08-19,4,Epoch,2,24,NA,2,3,2,3687,0,145
plate2-G1,24-08-19 Epoch G7,G7,0,0,1,0,1,24-08-19,4,Epoch,2,24,NA,2,9718,0,10,0,22
plate2-H1,24-08-19 Epoch H7,H7,0,0,0,1,1,24-08-19,4,Epoch,2,24,NA,2,1,0,0,9344,13
plate2-A5,24-08-19 Epoch A9,A9,1,0,0,1,2,24-08-19,4,Epoch,2,24,NA,2,0,8281,3,0,13
plate2-B5,24-08-19 Epoch B9,B9,0,1,1,0,2,24-08-19,4,Epoch,2,24,NA,2,0,10,2784,0,146
plate2-C5,24-08-19 Epoch C9,C9,1,0,0,0,1,24-08-19,4,Epoch,2,24,NA,2,0,9381,1,0,16
plate2-D5,24-08-19 Epoch D9,D9,0,1,0,0,1,24-08-19,4,Epoch,2,24,NA,2,0,2,3313,0,145
plate2-E5,24-08-19 Epoch E9,E9,0,0,1,0,1,24-08-19,4,Epoch,2,24,NA,2,9689,1,0,0,22
plate2-F5,24-08-19 Epoch F9,F9,0,0,0,1,1,24-08-19,4,Epoch,2,24,NA,2,0,0,3686,0,145
plate2-G5,24-08-19 Epoch G9,G9,1,1,0,0,2,24-08-19,4,Epoch,2,24,NA,2,1,0,4150,0,146
plate2-H5,24-08-19 Epoch H9,H9,1,0,1,0,2,24-08-19,4,Epoch,2,24,NA,2,0,8939,1,1,15
plate2-A7,24-08-19 Epoch A10,A10,1,1,1,1,4,24-08-19,4,Epoch,2,24,NA,2,0,235,4997,0,145
plate2-B7,24-08-19 Epoch B10,B10,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plate2-C7,24-08-19 Epoch C10,C10,0,1,0,1,2,24-08-19,4,Epoch,2,24,NA,2,0,94,3813,0,145
plate2-D7,24-08-19 Epoch D10,D10,0,0,1,1,2,24-08-19,4,Epoch,2,24,NA,2,2367,0,3,4097,13
plate2-E7,24-08-19 Epoch E10,E10,1,1,1,0,3,24-08-19,4,Epoch,2,24,NA,2,4,5,4286,0,145
plate2-F7,24-08-19 Epoch F10,F10,1,1,0,1,3,24-08-19,4,Epoch,2,24,NA,2,0,1,4511,2,145
plate2-G7,24-08-19 Epoch G10,G10,1,0,1,1,3,24-08-19,4,Epoch,2,24,NA,2,2,58,3868,0,145
plate2-H7,24-08-19 Epoch H10,H10,0,1,1,1,3,24-08-19,4,Epoch,2,24,NA,2,0,68,6051,0,138
plate2-A9,24-08-19 Epoch A11,A11,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plate2-B9,24-08-19 Epoch B11,B11,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plate2-C9,24-08-19 Epoch C11,C11,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plate2-D9,24-08-19 Epoch D11,D11,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plate2-E9,24-08-19 Epoch E11,E11,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plate2-F9,24-08-19 Epoch F11,F11,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plate2-G9,24-08-19 Epoch G11,G11,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plate2-H9,24-08-19 Epoch H11,H11,0,1,0,1,2,24-08-19,4,Epoch,2,24,NA,2,1,8,5347,0,145
plate2-A11,24-08-19 Epoch A12,A12,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plate2-B11,24-08-19 Epoch B12,B12,1,1,1,1,4,24-08-19,4,Epoch,2,24,NA,2,0,4,5102,0,145
plate2-C11,24-08-19 Epoch C12,C12,0,1,1,1,3,24-08-19,4,Epoch,2,24,NA,2,0,6,5140,0,145
plate2-D11,24-08-19 Epoch D12,D12,1,0,1,1,3,24-08-19,4,Epoch,2,24,NA,2,0,8562,5,2,16
plate2-E11,24-08-19 Epoch E12,E12,1,1,0,1,3,24-08-19,4,Epoch,2,24,NA,2,0,3,6437,0,146
plate2-F11,24-08-19 Epoch F12,F12,1,1,1,0,3,24-08-19,4,Epoch,2,24,NA,2,0,1,6626,0,145
plate2-G11,24-08-19 Epoch G12,G12,0,0,1,1,2,24-08-19,4,Epoch,2,24,NA,2,3074,0,8,2735,13
plate2-H11,24-08-19 Epoch H12,H12,0,0,0,0,0,24-08-19,4,Epoch,2,24,NA,2,NA,NA,NA,NA,NA
plateInnoc-A1,24-07-02 Epoch H6,H6,1,0,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,5618,3,0,NA
plateInnoc-A1,24-07-02 Epoch A2,A2,1,0,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,5618,3,0,NA
plateInnoc-A1,24-07-02 Epoch G4,G4,1,0,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,5618,3,0,NA
plateInnoc-A1,24-07-02 Epoch E7,E7,1,0,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,5618,3,0,NA
plateInnoc-A1,24-07-02 Epoch C9,C9,1,0,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,5618,3,0,NA
plateInnoc-B1,24-07-02 Epoch G1,G1,0,1,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,1,7265,0,NA
plateInnoc-B1,24-07-02 Epoch B2,B2,0,1,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,1,7265,0,NA
plateInnoc-B1,24-07-02 Epoch H4,H4,0,1,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,1,7265,0,NA
plateInnoc-B1,24-07-02 Epoch F7,F7,0,1,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,1,7265,0,NA
plateInnoc-B1,24-07-02 Epoch D9,D9,0,1,0,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,0,1,7265,0,NA
plateInnoc-C1,24-07-02 Epoch F1,F1,0,0,1,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,8053,1,9,2,NA
plateInnoc-C1,24-07-02 Epoch C2,C2,0,0,1,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,8053,1,9,2,NA
plateInnoc-C1,24-07-02 Epoch A4,A4,0,0,1,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,8053,1,9,2,NA
plateInnoc-C1,24-07-02 Epoch G7,G7,0,0,1,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,8053,1,9,2,NA
plateInnoc-C1,24-07-02 Epoch E9,E9,0,0,1,0,1,24-07-02,0,Epoch,Innoc,6,NA,NA,8053,1,9,2,NA
plateInnoc-D1,24-07-02 Epoch E1,E1,0,0,0,1,1,24-07-02,0,Epoch,Innoc,6,NA,NA,2,0,9,3634,NA
plateInnoc-D1,24-07-02 Epoch D2,D2,0,0,0,1,1,24-07-02,0,Epoch,Innoc,6,NA,NA,2,0,9,3634,NA
plateInnoc-D1,24-07-02 Epoch B4,B4,0,0,0,1,1,24-07-02,0,Epoch,Innoc,6,NA,NA,2,0,9,3634,NA
plateInnoc-D1,24-07-02 Epoch H7,H7,0,0,0,1,1,24-07-02,0,Epoch,Innoc,6,NA,NA,2,0,9,3634,NA
plateInnoc-D1,24-07-02 Epoch F9,F9,0,0,0,1,1,24-07-02,0,Epoch,Innoc,6,NA,NA,2,0,9,3634,NA
plateInnoc-E1,24-07-02 Epoch D1,D1,1,1,0,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,0,143,3589,0,NA
plateInnoc-E1,24-07-02 Epoch E2,E2,1,1,0,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,0,143,3589,0,NA
plateInnoc-E1,24-07-02 Epoch C4,C4,1,1,0,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,0,143,3589,0,NA
plateInnoc-E1,24-07-02 Epoch A7,A7,1,1,0,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,0,143,3589,0,NA
plateInnoc-E1,24-07-02 Epoch G9,G9,1,1,0,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,0,143,3589,0,NA
plateInnoc-F1,24-07-02 Epoch C1,C1,1,0,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,5769,1573,5,0,NA
plateInnoc-F1,24-07-02 Epoch F2,F2,1,0,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,5769,1573,5,0,NA
plateInnoc-F1,24-07-02 Epoch D4,D4,1,0,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,5769,1573,5,0,NA
plateInnoc-F1,24-07-02 Epoch B7,B7,1,0,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,5769,1573,5,0,NA
plateInnoc-F1,24-07-02 Epoch H9,H9,1,0,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,5769,1573,5,0,NA
plateInnoc-G1,24-07-02 Epoch B1,B1,1,0,0,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1,1920,11,3475,NA
plateInnoc-G1,24-07-02 Epoch G2,G2,1,0,0,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1,1920,11,3475,NA
plateInnoc-G1,24-07-02 Epoch E4,E4,1,0,0,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1,1920,11,3475,NA
plateInnoc-G1,24-07-02 Epoch C7,C7,1,0,0,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1,1920,11,3475,NA
plateInnoc-G1,24-07-02 Epoch A9,A9,1,0,0,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1,1920,11,3475,NA
plateInnoc-H1,24-07-02 Epoch H2,H2,0,1,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1475,0,4303,0,NA
plateInnoc-H1,24-07-02 Epoch F4,F4,0,1,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1475,0,4303,0,NA
plateInnoc-H1,24-07-02 Epoch D7,D7,0,1,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1475,0,4303,0,NA
plateInnoc-H1,24-07-02 Epoch A6,A6,0,1,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1475,0,4303,0,NA
plateInnoc-H1,24-07-02 Epoch B9,B9,0,1,1,0,2,24-07-02,0,Epoch,Innoc,6,NA,NA,1475,0,4303,0,NA
plateInnoc-B3,24-07-02 Epoch B3,B3,0,0,1,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,3359,7,14,3982,NA
plateInnoc-B3,24-07-02 Epoch H5,H5,0,0,1,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,3359,7,14,3982,NA
plateInnoc-B3,24-07-02 Epoch F8,F8,0,0,1,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,3359,7,14,3982,NA
plateInnoc-B3,24-07-02 Epoch D10,D10,0,0,1,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,3359,7,14,3982,NA
plateInnoc-B3,24-07-02 Epoch G12,G12,0,0,1,1,2,24-07-02,0,Epoch,Innoc,6,NA,NA,3359,7,14,3982,NA
plateInnoc-C3,24-07-02 Epoch C3,C3,1,1,1,0,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1474,442,2235,0,NA
plateInnoc-C3,24-07-02 Epoch A5,A5,1,1,1,0,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1474,442,2235,0,NA
plateInnoc-C3,24-07-02 Epoch G8,G8,1,1,1,0,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1474,442,2235,0,NA
plateInnoc-C3,24-07-02 Epoch E10,E10,1,1,1,0,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1474,442,2235,0,NA
plateInnoc-C3,24-07-02 Epoch F12,F12,1,1,1,0,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1474,442,2235,0,NA
plateInnoc-D3,24-07-02 Epoch D3,D3,1,1,0,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3,688,2344,13,NA
plateInnoc-D3,24-07-02 Epoch B5,B5,1,1,0,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3,688,2344,13,NA
plateInnoc-D3,24-07-02 Epoch H8,H8,1,1,0,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3,688,2344,13,NA
plateInnoc-D3,24-07-02 Epoch F10,F10,1,1,0,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3,688,2344,13,NA
plateInnoc-D3,24-07-02 Epoch E12,E12,1,1,0,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3,688,2344,13,NA
plateInnoc-E3,24-07-02 Epoch A8,A8,1,0,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3108,1357,37,1884,NA
plateInnoc-E3,24-07-02 Epoch E3,E3,1,0,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3108,1357,37,1884,NA
plateInnoc-E3,24-07-02 Epoch C5,C5,1,0,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3108,1357,37,1884,NA
plateInnoc-E3,24-07-02 Epoch G10,G10,1,0,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3108,1357,37,1884,NA
plateInnoc-E3,24-07-02 Epoch D12,D12,1,0,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,3108,1357,37,1884,NA
plateInnoc-F3,24-07-02 Epoch F3,F3,0,1,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1369,0,2467,15,NA
plateInnoc-F3,24-07-02 Epoch D5,D5,0,1,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1369,0,2467,15,NA
plateInnoc-F3,24-07-02 Epoch B8,B8,0,1,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1369,0,2467,15,NA
plateInnoc-F3,24-07-02 Epoch H10,H10,0,1,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1369,0,2467,15,NA
plateInnoc-F3,24-07-02 Epoch C12,C12,0,1,1,1,3,24-07-02,0,Epoch,Innoc,6,NA,NA,1369,0,2467,15,NA
plateInnoc-G3,24-07-02 Epoch G3,G3,1,1,1,1,4,24-07-02,0,Epoch,Innoc,6,NA,NA,1420,531,1807,127,NA
plateInnoc-G3,24-07-02 Epoch E5,E5,1,1,1,1,4,24-07-02,0,Epoch,Innoc,6,NA,NA,1420,531,1807,127,NA
plateInnoc-G3,24-07-02 Epoch C8,C8,1,1,1,1,4,24-07-02,0,Epoch,Innoc,6,NA,NA,1420,531,1807,127,NA
